epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,25.8387,1.38516,1.22384,1.22586,0.76414,0.67222,0.72415,0.3775,1.51461,1.87232,1.52231,0.000665057,0.000665057,0.000665057
29,26.7023,1.3255,1.21504,1.17729,0.77977,0.6933,0.72925,0.41784,1.44408,1.71512,1.43853,0.000636762,0.000636762,0.000636762
30,27.6085,1.27902,1.25451,1.15792,0.73525,0.74807,0.73746,0.37288,1.76772,1.72596,1.58371,0.000608468,0.000608468,0.000608468
31,28.5289,1.34083,1.17443,1.17969,0.87689,0.76876,0.82591,0.46341,1.40779,1.49396,1.41777,0.000580174,0.000580174,0.000580174
32,29.4974,1.28472,1.16354,1.18776,0.71886,0.75185,0.78738,0.45063,1.45526,1.45703,1.42906,0.00055188,0.00055188,0.00055188
33,30.3853,1.32767,1.28899,1.21737,0.62741,0.77861,0.69979,0.41063,1.44002,1.56828,1.43037,0.000523586,0.000523586,0.000523586
34,31.2716,1.30894,1.14933,1.18163,0.6281,0.65741,0.60807,0.34095,1.3998,1.843,1.42478,0.000495291,0.000495291,0.000495291
35,32.1406,1.20691,1.15651,1.15874,0.64726,0.72653,0.62701,0.34454,1.37504,1.86376,1.43234,0.000466997,0.000466997,0.000466997
36,33.0665,1.20868,1.18546,1.14902,0.66561,0.72915,0.68056,0.35427,1.43805,1.8762,1.48798,0.000438703,0.000438703,0.000438703
37,33.9883,1.23094,1.23013,1.18189,0.73002,0.67915,0.69562,0.38383,1.4365,1.78316,1.45745,0.000410409,0.000410409,0.000410409
38,34.8928,1.26371,1.17057,1.1594,0.7463,0.74106,0.765,0.46627,1.39617,1.62355,1.4077,0.000382115,0.000382115,0.000382115
39,35.8017,1.21004,1.12467,1.13073,0.7174,0.75737,0.78316,0.44185,1.39241,1.63365,1.41983,0.00035382,0.00035382,0.00035382
40,36.7012,1.21758,1.09865,1.16117,0.69934,0.7537,0.77726,0.40114,1.5686,1.63937,1.48015,0.000325526,0.000325526,0.000325526
41,58.5334,1.13785,1.14711,1.14629,0.65859,0.72766,0.75892,0.41191,1.52351,1.63933,1.47386,0.000297232,0.000297232,0.000297232
42,59.4101,1.12481,1.1685,1.1637,0.64891,0.73949,0.75832,0.43693,1.3732,1.75929,1.41252,0.000268938,0.000268938,0.000268938
43,60.2645,1.10145,1.15278,1.14185,0.71458,0.71353,0.76352,0.47861,1.33105,1.6133,1.39855,0.000240644,0.000240644,0.000240644
44,61.1589,1.15584,1.02913,1.16602,0.78167,0.80217,0.84069,0.51416,1.30011,1.35533,1.38718,0.000212349,0.000212349,0.000212349
45,62.0449,1.06731,0.9814,1.09724,0.83102,0.79444,0.85407,0.53622,1.3283,1.28668,1.38914,0.000184055,0.000184055,0.000184055
46,62.9416,1.06581,0.95372,1.09909,0.86762,0.79309,0.8641,0.54295,1.31708,1.20923,1.40206,0.000155761,0.000155761,0.000155761
47,63.8385,1.12047,0.9812,1.1372,0.87917,0.83165,0.87924,0.55464,1.31464,1.17086,1.3932,0.000127467,0.000127467,0.000127467
48,64.7382,1.08238,0.96395,1.14954,0.87128,0.83364,0.8854,0.56632,1.32994,1.14242,1.40226,9.91726e-05,9.91726e-05,9.91726e-05
49,65.6726,1.01724,0.9668,1.0853,0.85742,0.84819,0.89845,0.55929,1.34355,1.14866,1.40744,7.08784e-05,7.08784e-05,7.08784e-05
50,66.5592,1.05026,0.93284,1.11058,0.85769,0.84959,0.90349,0.57167,1.34243,1.14897,1.39748,4.25842e-05,4.25842e-05,4.25842e-05
