epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,115.583,1.22163,1.61859,1.37241,0.70891,0.69538,0.76537,0.52509,1.12824,1.24303,1.34267,0.000475697,0.000475697,0.000475697
2,224.431,1.07041,1.29823,1.27502,0.80087,0.7363,0.84045,0.57644,1.09948,1.07623,1.26967,0.000920613,0.000920613,0.000920613
3,335.207,1.01692,1.21901,1.2464,0.7794,0.65658,0.76418,0.51966,1.14563,1.35807,1.32282,0.00133409,0.00133409,0.00133409
4,447.909,0.98038,1.15705,1.22471,0.74673,0.78799,0.84627,0.6281,0.89119,0.94448,1.19011,0.00128753,0.00128753,0.00128753
5,559.694,0.91842,1.09196,1.19125,0.81479,0.78407,0.88205,0.67862,0.85704,0.83825,1.15714,0.00124037,0.00124037,0.00124037
6,671.558,0.8899,1.05129,1.17332,0.83475,0.81365,0.89925,0.70161,0.84522,0.79943,1.13871,0.00119322,0.00119322,0.00119322
7,783.91,0.87228,1.02501,1.1659,0.79708,0.71092,0.81117,0.61971,0.93232,1.20784,1.20936,0.00114606,0.00114606,0.00114606
8,895.808,0.84967,0.98679,1.15294,0.84432,0.81683,0.91331,0.73009,0.77785,0.74368,1.15302,0.0010989,0.0010989,0.0010989
9,1007.34,0.82375,0.95482,1.13908,0.84072,0.83753,0.9192,0.76481,0.65035,0.70818,1.06138,0.00105174,0.00105174,0.00105174
10,1118.79,0.80824,0.93774,1.13483,0.83111,0.81188,0.9009,0.73656,0.7233,0.81153,1.10554,0.00100459,0.00100459,0.00100459
11,1229.97,0.80007,0.92683,1.12999,0.87165,0.84589,0.93099,0.76926,0.67854,0.68049,1.04924,0.00095743,0.00095743,0.00095743
12,1342.03,0.78356,0.89952,1.11858,0.86185,0.85597,0.93727,0.80509,0.60198,0.61925,1.03907,0.000910273,0.000910273,0.000910273
13,1454.23,0.77281,0.88593,1.11729,0.85782,0.83465,0.92606,0.78493,0.62815,0.65777,1.04135,0.000863116,0.000863116,0.000863116
14,1566.08,0.7447,0.87155,1.1042,0.88039,0.85384,0.94241,0.80804,0.59569,0.60533,1.03927,0.000815959,0.000815959,0.000815959
15,1675.71,0.74134,0.85604,1.10032,0.87464,0.86044,0.94348,0.81445,0.57775,0.58896,1.03129,0.000768802,0.000768802,0.000768802
16,1788.91,0.73319,0.83778,1.09834,0.88298,0.87046,0.95073,0.82506,0.55909,0.56454,1.01912,0.000721645,0.000721645,0.000721645
17,1900.68,0.71911,0.82799,1.09137,0.90186,0.87303,0.95747,0.83838,0.54523,0.53835,1.01902,0.000674488,0.000674488,0.000674488
18,2011.33,0.70199,0.80552,1.08147,0.89323,0.8865,0.95791,0.84823,0.51525,0.51945,0.99388,0.000627331,0.000627331,0.000627331
19,2123.91,0.68582,0.7989,1.07461,0.90499,0.87614,0.95926,0.86033,0.49437,0.50486,0.98451,0.000580174,0.000580174,0.000580174
20,2235.62,0.69284,0.79344,1.08,0.90289,0.87378,0.95469,0.84424,0.52306,0.51459,1.00459,0.000533017,0.000533017,0.000533017
21,2372.01,0.61019,0.62883,1.06316,0.90513,0.88391,0.96243,0.87078,0.47567,0.48856,0.97656,0.00048586,0.00048586,0.00048586
22,2482.19,0.58774,0.59484,1.04961,0.90173,0.90185,0.96407,0.87686,0.4635,0.47848,0.95949,0.000438703,0.000438703,0.000438703
23,2593.32,0.55891,0.56835,1.03757,0.91017,0.90431,0.96883,0.88399,0.44658,0.46182,0.95013,0.000391546,0.000391546,0.000391546
24,2704.08,0.54757,0.54467,1.03391,0.91516,0.9037,0.96986,0.88959,0.43947,0.44593,0.95231,0.000344389,0.000344389,0.000344389
25,2815.27,0.5291,0.52804,1.01905,0.91418,0.91576,0.97149,0.8916,0.43199,0.42364,0.94498,0.000297232,0.000297232,0.000297232
26,2926.14,0.50728,0.4986,1.01464,0.92065,0.90578,0.97074,0.89329,0.42432,0.42127,0.93714,0.000250075,0.000250075,0.000250075
27,3036.04,0.49768,0.48679,1.00785,0.92419,0.91359,0.97386,0.90115,0.40768,0.40082,0.93122,0.000202918,0.000202918,0.000202918
28,3145.34,0.48291,0.47374,1.00005,0.92953,0.91005,0.97471,0.90649,0.4004,0.39646,0.92508,0.000155761,0.000155761,0.000155761
29,3255.83,0.47265,0.46044,1.00091,0.93012,0.91173,0.97543,0.90936,0.39226,0.38834,0.91733,0.000108604,0.000108604,0.000108604
30,3367.18,0.45263,0.44308,0.98472,0.93106,0.91969,0.97683,0.91182,0.3889,0.38114,0.91568,6.1447e-05,6.1447e-05,6.1447e-05
