epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,79.0756,1.24735,1.02343,1.19446,0.75135,0.7427,0.78689,0.48439,0.72541,0.98124,0.78487,0.000325526,0.000325526,0.000325526
41,100.993,1.17639,0.92678,1.21749,0.80824,0.79438,0.81747,0.47917,0.78023,1.01975,0.81123,0.000297232,0.000297232,0.000297232
42,102.891,1.20013,0.96933,1.20412,0.82422,0.74815,0.82038,0.49747,0.77013,0.98857,0.81195,0.000268938,0.000268938,0.000268938
43,104.829,1.18187,0.912,1.22177,0.7836,0.78075,0.84061,0.51334,0.74832,0.89858,0.81541,0.000240644,0.000240644,0.000240644
44,106.759,1.18922,0.89457,1.19027,0.82068,0.90185,0.86724,0.53507,0.66456,0.8453,0.75583,0.000212349,0.000212349,0.000212349
45,108.729,1.12543,0.8409,1.17966,0.8541,0.86997,0.86912,0.54157,0.65184,0.91108,0.74431,0.000184055,0.000184055,0.000184055
46,110.716,1.08016,0.85979,1.16738,0.85293,0.78543,0.85474,0.53711,0.66807,0.85066,0.76666,0.000155761,0.000155761,0.000155761
47,112.625,1.12249,0.79149,1.15819,0.77546,0.80486,0.85896,0.54295,0.67822,0.8096,0.76854,0.000127467,0.000127467,0.000127467
48,114.639,1.08844,0.80304,1.12515,0.8413,0.91115,0.88269,0.55887,0.69672,0.82525,0.78076,9.91726e-05,9.91726e-05,9.91726e-05
49,116.592,1.10938,0.76906,1.13379,0.84686,0.91251,0.88512,0.56157,0.69905,0.8466,0.77902,7.08784e-05,7.08784e-05,7.08784e-05
50,118.585,1.15988,0.7777,1.16861,0.86187,0.90066,0.89058,0.57196,0.67832,0.84714,0.76495,4.25842e-05,4.25842e-05,4.25842e-05
